t[s],Converged,Pload,P7 (csv),Unresp (opf),P7 (rpf),Resp (opf),GLD Pub,BID?,P7 Min,V7,LMP_P7,LMP_Q7,Pgen1,Pgen2,Pgen3,Pgen4,Pdisp,Deg,c2,c1
167850,True,374.063,104.710,6.172,148.688,3.000,43.978,False,0.000,0.976,16.920,0.000,247.00,83.85,48.85,0.00,-3.00,2.0000,1.61347762,29.19562656
167865,True,374.063,104.710,6.172,148.688,3.000,43.978,False,0.000,0.976,16.920,0.000,247.00,83.85,48.85,0.00,-3.00,2.0000,1.61347762,29.19562656
167880,True,374.063,104.710,6.172,148.688,3.000,43.978,False,0.000,0.976,16.920,0.000,247.00,83.85,48.85,0.00,-3.00,2.0000,1.61347762,29.19562656
167895,True,374.063,104.710,6.172,148.688,3.000,43.978,False,0.000,0.976,16.920,0.000,247.00,83.85,48.85,0.00,-3.00,2.0000,1.61347762,29.19562656
167910,True,374.063,104.710,6.172,148.688,3.000,43.978,False,0.000,0.976,16.920,0.000,247.00,83.85,48.85,0.00,-3.00,2.0000,1.61347762,29.19562656
167925,True,374.063,104.710,6.172,148.688,3.000,43.978,False,0.000,0.976,16.920,0.000,247.00,83.85,48.85,0.00,-3.00,2.0000,1.61347762,29.19562656
167940,True,374.063,104.710,6.172,148.688,3.000,43.978,False,0.000,0.976,16.920,0.000,247.00,83.85,48.85,0.00,-3.00,2.0000,1.61347762,29.19562656
167955,True,374.063,104.710,6.172,148.688,3.000,43.978,False,0.000,0.976,16.920,0.000,247.00,83.85,48.85,0.00,-3.00,2.0000,1.61347762,29.19562656
167970,True,374.063,104.710,6.172,148.688,3.000,43.978,False,0.000,0.976,16.920,0.000,247.00,83.85,48.85,0.00,-3.00,2.0000,1.61347762,29.19562656
167985,True,373.603,104.390,6.172,148.368,3.000,43.978,False,0.000,0.976,16.807,0.000,247.00,83.85,48.39,0.00,-3.00,2.0000,1.61347762,29.19562656
168000,True,373.602,104.390,6.172,148.367,3.000,43.977,False,0.000,0.976,16.807,0.000,247.00,83.85,48.39,0.00,-3.00,2.0000,1.61347762,29.19562656
168015,True,374.104,104.390,6.172,148.869,3.000,44.479,False,0.000,0.976,16.807,0.000,247.00,84.36,48.39,0.00,-3.00,2.0000,1.61347762,29.19562656
168030,True,374.024,104.390,6.172,148.789,3.000,44.399,False,0.000,0.976,16.807,0.000,247.00,84.28,48.39,0.00,-3.00,2.0000,1.61347762,29.19562656
168045,True,374.024,104.390,6.172,148.789,3.000,44.399,False,0.000,0.976,16.807,0.000,247.00,84.28,48.39,0.00,-3.00,2.0000,1.61347762,29.19562656
168060,True,374.024,104.390,6.172,148.789,3.000,44.399,False,0.000,0.976,16.807,0.000,247.00,84.28,48.39,0.00,-3.00,2.0000,1.61347762,29.19562656
168075,True,374.024,104.390,6.172,148.789,3.000,44.399,False,0.000,0.976,16.807,0.000,247.00,84.28,48.39,0.00,-3.00,2.0000,1.61347762,29.19562656
168090,True,374.024,104.390,6.172,148.789,3.000,44.399,False,0.000,0.976,16.807,0.000,247.00,84.28,48.39,0.00,-3.00,2.0000,1.61347762,29.19562656
168105,True,374.024,104.390,6.172,148.789,3.000,44.399,False,0.000,0.976,16.807,0.000,247.00,84.28,48.39,0.00,-3.00,2.0000,1.61347762,29.19562656
168120,True,374.024,104.390,6.172,148.789,3.000,44.399,False,0.000,0.976,16.807,0.000,247.00,84.28,48.39,0.00,-3.00,2.0000,1.61347762,29.19562656
168135,True,374.024,104.390,6.172,148.789,3.000,44.399,False,0.000,0.976,16.807,0.000,247.00,84.28,48.39,0.00,-3.00,2.0000,1.61347762,29.19562656
168150,True,373.959,104.390,6.172,148.724,3.000,44.334,False,0.000,0.976,16.807,0.000,247.00,84.21,48.39,0.00,-3.00,2.0000,1.61347762,29.19562656
168165,True,373.959,104.390,6.172,148.724,3.000,44.334,False,0.000,0.976,16.807,0.000,247.00,84.21,48.39,0.00,-3.00,2.0000,1.61347762,29.19562656
168180,True,373.959,104.390,6.172,148.724,3.000,44.334,False,0.000,0.976,16.807,0.000,247.00,84.21,48.39,0.00,-3.00,2.0000,1.61347762,29.19562656
168195,True,373.959,104.390,6.172,148.724,3.000,44.334,False,0.000,0.976,16.807,0.000,247.00,84.21,48.39,0.00,-3.00,2.0000,1.61347762,29.19562656
168210,True,373.959,104.390,6.172,148.724,3.000,44.334,False,0.000,0.976,16.807,0.000,247.00,84.21,48.39,0.00,-3.00,2.0000,1.61347762,29.19562656
168225,True,373.959,104.390,6.172,148.724,3.000,44.334,False,0.000,0.976,16.807,0.000,247.00,84.21,48.39,0.00,-3.00,2.0000,1.61347762,29.19562656
168240,True,373.959,104.390,6.172,148.724,3.000,44.334,False,0.000,0.976,16.807,0.000,247.00,84.21,48.39,0.00,-3.00,2.0000,1.61347762,29.19562656
168255,True,373.959,104.390,6.172,148.724,3.000,44.334,False,0.000,0.976,16.807,0.000,247.00,84.21,48.39,0.00,-3.00,2.0000,1.61347762,29.19562656
168270,True,373.959,104.390,6.172,148.724,3.000,44.334,False,0.000,0.976,16.807,0.000,247.00,84.21,48.39,0.00,-3.00,2.0000,1.61347762,29.19562656
168285,True,371.724,103.600,6.172,147.934,3.000,44.334,False,0.000,0.976,16.618,0.000,247.00,82.75,47.62,0.00,-3.00,2.0000,1.61347762,29.19562656
168300,True,371.723,103.600,6.172,147.933,3.000,44.333,False,0.000,0.976,16.618,0.000,247.00,82.75,47.62,0.00,-3.00,2.0000,1.61347762,29.19562656
168315,True,369.159,103.600,6.172,145.369,3.000,41.769,False,0.000,0.976,16.618,0.000,247.00,80.14,47.62,0.00,-3.00,2.0000,1.61347762,29.19562656
168330,True,369.000,103.600,6.172,145.210,3.000,41.610,False,0.000,0.977,16.618,0.000,247.00,79.98,47.62,0.00,-3.00,2.0000,1.61347762,29.19562656
168345,True,369.000,103.600,6.172,145.210,3.000,41.610,False,0.000,0.977,16.618,0.000,247.00,79.98,47.62,0.00,-3.00,2.0000,1.61347762,29.19562656
168360,True,369.000,103.600,6.172,145.210,3.000,41.610,False,0.000,0.977,16.618,0.000,247.00,79.98,47.62,0.00,-3.00,2.0000,1.61347762,29.19562656
168375,True,369.000,103.600,6.172,145.210,3.000,41.610,False,0.000,0.977,16.618,0.000,247.00,79.98,47.62,0.00,-3.00,2.0000,1.61347762,29.19562656
168390,True,369.000,103.600,6.172,145.210,3.000,41.610,False,0.000,0.977,16.618,0.000,247.00,79.98,47.62,0.00,-3.00,2.0000,1.61347762,29.19562656
168405,True,369.000,103.600,6.172,145.210,3.000,41.610,False,0.000,0.977,16.618,0.000,247.00,79.98,47.62,0.00,-3.00,2.0000,1.61347762,29.19562656
168420,True,369.000,103.600,6.172,145.210,3.000,41.610,False,0.000,0.977,16.618,0.000,247.00,79.98,47.62,0.00,-3.00,2.0000,1.61347762,29.19562656
168435,True,369.000,103.600,6.172,145.210,3.000,41.610,False,0.000,0.977,16.618,0.000,247.00,79.98,47.62,0.00,-3.00,2.0000,1.61347762,29.19562656
168450,True,368.903,103.600,6.172,145.113,3.000,41.513,False,0.000,0.977,16.618,0.000,247.00,79.88,47.62,0.00,-3.00,2.0000,1.61347762,29.19562656
168465,True,368.903,103.600,6.172,145.113,3.000,41.513,False,0.000,0.977,16.618,0.000,247.00,79.88,47.62,0.00,-3.00,2.0000,1.61347762,29.19562656
168480,True,368.903,103.600,6.172,145.113,3.000,41.513,False,0.000,0.977,16.618,0.000,247.00,79.88,47.62,0.00,-3.00,2.0000,1.61347762,29.19562656
168495,True,368.805,103.600,6.172,145.015,3.000,41.415,False,0.000,0.977,16.618,0.000,247.00,79.78,47.62,0.00,-3.00,2.0000,1.61347762,29.19562656
168510,True,368.805,103.600,6.172,145.015,3.000,41.415,False,0.000,0.977,16.618,0.000,247.00,79.78,47.62,0.00,-3.00,2.0000,1.61347762,29.19562656
168525,True,368.766,103.600,6.172,144.976,3.000,41.376,False,0.000,0.977,16.618,0.000,247.00,79.74,47.62,0.00,-3.00,2.0000,1.61347762,29.19562656
168540,True,368.688,103.600,6.172,144.898,3.000,41.298,False,0.000,0.977,16.618,0.000,247.00,79.66,47.62,0.00,-3.00,2.0000,1.61347762,29.19562656
168555,True,368.594,103.600,6.172,144.804,3.000,41.204,False,0.000,0.977,16.618,0.000,247.00,79.56,47.62,0.00,-3.00,2.0000,1.61347762,29.19562656
168570,True,368.404,103.600,6.172,144.614,3.000,41.014,False,0.000,0.977,16.618,0.000,247.00,79.37,47.62,0.00,-3.00,2.0000,1.61347762,29.19562656
168585,True,367.977,103.310,6.172,144.325,3.000,41.015,False,0.000,0.977,16.243,0.000,247.00,80.48,46.08,0.00,-3.00,2.0000,1.61347762,29.19562656
168600,True,367.975,103.310,6.172,144.323,3.000,41.013,False,0.000,0.977,16.243,0.000,247.00,80.48,46.08,0.00,-3.00,2.0000,1.61347762,29.19562656
168615,True,366.605,103.310,6.172,142.953,3.000,39.643,False,0.000,0.977,16.243,0.000,247.00,79.09,46.08,0.00,-3.00,2.0000,1.61347762,29.19562656
168630,True,366.607,103.310,6.172,142.955,3.000,39.645,False,0.000,0.977,16.243,0.000,247.00,79.09,46.08,0.00,-3.00,2.0000,1.61347762,29.19562656
168645,True,366.563,103.310,6.172,142.911,3.000,39.601,False,0.000,0.977,16.243,0.000,247.00,79.05,46.08,0.00,-3.00,2.0000,1.61347762,29.19562656
168660,True,366.563,103.310,6.172,142.911,3.000,39.601,False,0.000,0.977,16.243,0.000,247.00,79.05,46.08,0.00,-3.00,2.0000,1.61347762,29.19562656
168675,True,366.563,103.310,6.172,142.911,3.000,39.601,False,0.000,0.977,16.243,0.000,247.00,79.05,46.08,0.00,-3.00,2.0000,1.61347762,29.19562656
168690,True,366.563,103.310,6.172,142.911,3.000,39.601,False,0.000,0.977,16.243,0.000,247.00,79.05,46.08,0.00,-3.00,2.0000,1.61347762,29.19562656
168705,True,366.563,103.310,6.172,142.911,3.000,39.601,False,0.000,0.977,16.243,0.000,247.00,79.05,46.08,0.00,-3.00,2.0000,1.61347762,29.19562656
168720,True,366.516,103.310,6.172,142.864,3.000,39.554,False,0.000,0.977,16.243,0.000,247.00,79.00,46.08,0.00,-3.00,2.0000,1.61347762,29.19562656
168735,True,366.516,103.310,6.172,142.864,3.000,39.554,False,0.000,0.977,16.243,0.000,247.00,79.00,46.08,0.00,-3.00,2.0000,1.61347762,29.19562656
168750,True,366.516,103.310,6.172,142.864,3.000,39.554,False,0.000,0.977,16.243,0.000,247.00,79.00,46.08,0.00,-3.00,2.0000,1.61347762,29.19562656
168765,True,366.516,103.310,6.172,142.864,3.000,39.554,False,0.000,0.977,16.243,0.000,247.00,79.00,46.08,0.00,-3.00,2.0000,1.61347762,29.19562656
168780,True,366.516,103.310,6.172,142.864,3.000,39.554,False,0.000,0.977,16.243,0.000,247.00,79.00,46.08,0.00,-3.00,2.0000,1.61347762,29.19562656
168795,True,366.516,103.310,6.172,142.864,3.000,39.554,False,0.000,0.977,16.243,0.000,247.00,79.00,46.08,0.00,-3.00,2.0000,1.61347762,29.19562656
168810,True,366.516,103.310,6.172,142.864,3.000,39.554,False,0.000,0.977,16.243,0.000,247.00,79.00,46.08,0.00,-3.00,2.0000,1.61347762,29.19562656
168825,True,366.516,103.310,6.172,142.864,3.000,39.554,False,0.000,0.977,16.243,0.000,247.00,79.00,46.08,0.00,-3.00,2.0000,1.61347762,29.19562656
168840,True,366.372,103.310,6.172,142.720,3.000,39.410,False,0.000,0.977,16.243,0.000,247.00,78.85,46.08,0.00,-3.00,2.0000,1.61347762,29.19562656
168855,True,366.229,103.310,6.172,142.577,3.000,39.267,False,0.000,0.977,16.243,0.000,247.00,78.71,46.08,0.00,-3.00,2.0000,1.61347762,29.19562656
168870,True,366.229,103.310,6.172,142.577,3.000,39.267,False,0.000,0.977,16.243,0.000,247.00,78.71,46.08,0.00,-3.00,2.0000,1.61347762,29.19562656
168885,True,363.524,103.030,6.172,142.297,3.000,39.267,False,0.000,0.977,15.999,0.000,244.98,78.95,45.08,0.00,-3.00,2.0000,1.61347762,29.19562656
168900,True,363.524,103.030,6.172,142.297,3.000,39.267,False,0.000,0.977,15.999,0.000,244.98,78.95,45.08,0.00,-3.00,2.0000,1.61347762,29.19562656
168915,True,363.433,103.030,6.172,142.206,3.000,39.176,False,0.000,0.977,15.999,0.000,244.98,78.86,45.08,0.00,-3.00,2.0000,1.61347762,29.19562656
168930,True,363.433,103.030,6.172,142.206,3.000,39.176,False,0.000,0.977,15.999,0.000,244.98,78.86,45.08,0.00,-3.00,2.0000,1.61347762,29.19562656
168945,True,363.433,103.030,6.172,142.206,3.000,39.176,False,0.000,0.977,15.999,0.000,244.98,78.86,45.08,0.00,-3.00,2.0000,1.61347762,29.19562656
168960,True,363.433,103.030,6.172,142.206,3.000,39.176,False,0.000,0.977,15.999,0.000,244.98,78.86,45.08,0.00,-3.00,2.0000,1.61347762,29.19562656
168975,True,363.433,103.030,6.172,142.206,3.000,39.176,False,0.000,0.977,15.999,0.000,244.98,78.86,45.08,0.00,-3.00,2.0000,1.61347762,29.19562656
168990,True,363.373,103.030,6.172,142.146,3.000,39.116,False,0.000,0.977,15.999,0.000,244.98,78.79,45.08,0.00,-3.00,2.0000,1.61347762,29.19562656
169005,True,363.373,103.030,6.172,142.146,3.000,39.116,False,0.000,0.977,15.999,0.000,244.98,78.79,45.08,0.00,-3.00,2.0000,1.61347762,29.19562656
169020,True,363.373,103.030,6.172,142.146,3.000,39.116,False,0.000,0.977,15.999,0.000,244.98,78.79,45.08,0.00,-3.00,2.0000,1.61347762,29.19562656
169035,True,363.373,103.030,6.172,142.146,3.000,39.116,False,0.000,0.977,15.999,0.000,244.98,78.79,45.08,0.00,-3.00,2.0000,1.61347762,29.19562656
169050,True,363.373,103.030,6.172,142.146,3.000,39.116,False,0.000,0.977,15.999,0.000,244.98,78.79,45.08,0.00,-3.00,2.0000,1.61347762,29.19562656
169065,True,363.373,103.030,6.172,142.146,3.000,39.116,False,0.000,0.977,15.999,0.000,244.98,78.79,45.08,0.00,-3.00,2.0000,1.61347762,29.19562656
169080,True,363.373,103.030,6.172,142.146,3.000,39.116,False,0.000,0.977,15.999,0.000,244.98,78.79,45.08,0.00,-3.00,2.0000,1.61347762,29.19562656
169095,True,363.373,103.030,6.172,142.146,3.000,39.116,False,0.000,0.977,15.999,0.000,244.98,78.79,45.08,0.00,-3.00,2.0000,1.61347762,29.19562656
169110,True,363.373,103.030,6.172,142.146,3.000,39.116,False,0.000,0.977,15.999,0.000,244.98,78.79,45.08,0.00,-3.00,2.0000,1.61347762,29.19562656
169125,True,363.373,103.030,6.172,142.146,3.000,39.116,False,0.000,0.977,15.999,0.000,244.98,78.79,45.08,0.00,-3.00,2.0000,1.61347762,29.19562656
169140,True,363.373,103.030,6.172,142.146,3.000,39.116,False,0.000,0.977,15.999,0.000,244.98,78.79,45.08,0.00,-3.00,2.0000,1.61347762,29.19562656
169155,True,363.373,103.030,6.172,142.146,3.000,39.116,False,0.000,0.977,15.999,0.000,244.98,78.79,45.08,0.00,-3.00,2.0000,1.61347762,29.19562656
169170,True,363.373,103.030,6.172,142.146,3.000,39.116,False,0.000,0.977,15.999,0.000,244.98,78.79,45.08,0.00,-3.00,2.0000,1.61347762,29.19562656
169185,True,364.993,103.120,6.172,142.236,3.000,39.116,False,0.000,0.977,16.054,0.000,245.90,79.30,45.30,0.00,-3.00,2.0000,1.61347762,29.19562656
169200,True,364.930,103.120,6.172,142.173,3.000,39.053,False,0.000,0.977,16.054,0.000,245.90,79.24,45.30,0.00,-3.00,2.0000,1.61347762,29.19562656
169215,True,364.634,103.120,6.172,141.877,3.000,38.757,False,0.000,0.977,16.054,0.000,245.90,78.93,45.30,0.00,-3.00,2.0000,1.61347762,29.19562656
169230,True,364.634,103.120,6.172,141.877,3.000,38.757,False,0.000,0.977,16.054,0.000,245.90,78.94,45.30,0.00,-3.00,2.0000,1.61347762,29.19562656
169245,True,364.634,103.120,6.172,141.877,3.000,38.757,False,0.000,0.977,16.054,0.000,245.90,78.94,45.30,0.00,-3.00,2.0000,1.61347762,29.19562656
169260,True,364.634,103.120,6.172,141.877,3.000,38.757,False,0.000,0.977,16.054,0.000,245.90,78.94,45.30,0.00,-3.00,2.0000,1.61347762,29.19562656
169275,True,364.634,103.120,6.172,141.877,3.000,38.757,False,0.000,0.977,16.054,0.000,245.90,78.94,45.30,0.00,-3.00,2.0000,1.61347762,29.19562656
169290,True,364.634,103.120,6.172,141.877,3.000,38.757,False,0.000,0.977,16.054,0.000,245.90,78.94,45.30,0.00,-3.00,2.0000,1.61347762,29.19562656
169305,True,364.448,103.120,6.172,141.691,3.000,38.571,False,0.000,0.977,16.054,0.000,245.90,78.75,45.30,0.00,-3.00,2.0000,1.61347762,29.19562656
169320,True,364.448,103.120,6.172,141.691,3.000,38.571,False,0.000,0.977,16.054,0.000,245.90,78.75,45.30,0.00,-3.00,2.0000,1.61347762,29.19562656
169335,True,364.448,103.120,6.172,141.691,3.000,38.571,False,0.000,0.977,16.054,0.000,245.90,78.75,45.30,0.00,-3.00,2.0000,1.61347762,29.19562656
169350,True,364.448,103.120,6.172,141.691,3.000,38.571,False,0.000,0.977,16.054,0.000,245.90,78.75,45.30,0.00,-3.00,2.0000,1.61347762,29.19562656
169365,True,364.448,103.120,6.172,141.691,3.000,38.571,False,0.000,0.977,16.054,0.000,245.90,78.75,45.30,0.00,-3.00,2.0000,1.61347762,29.19562656
169380,True,364.448,103.120,6.172,141.691,3.000,38.571,False,0.000,0.977,16.054,0.000,245.90,78.75,45.30,0.00,-3.00,2.0000,1.61347762,29.19562656
169395,True,364.448,103.120,6.172,141.691,3.000,38.571,False,0.000,0.977,16.054,0.000,245.90,78.75,45.30,0.00,-3.00,2.0000,1.61347762,29.19562656
169410,True,364.448,103.120,6.172,141.691,3.000,38.571,False,0.000,0.977,16.054,0.000,245.90,78.75,45.30,0.00,-3.00,2.0000,1.61347762,29.19562656
169425,True,364.448,103.120,6.172,141.691,3.000,38.571,False,0.000,0.977,16.054,0.000,245.90,78.75,45.30,0.00,-3.00,2.0000,1.61347762,29.19562656
169440,True,364.448,103.120,6.172,141.691,3.000,38.571,False,0.000,0.977,16.054,0.000,245.90,78.75,45.30,0.00,-3.00,2.0000,1.61347762,29.19562656
169455,True,364.448,103.120,6.172,141.691,3.000,38.571,False,0.000,0.977,16.054,0.000,245.90,78.75,45.30,0.00,-3.00,2.0000,1.61347762,29.19562656
169470,True,364.448,103.120,6.172,141.691,3.000,38.571,False,0.000,0.977,16.054,0.000,245.90,78.75,45.30,0.00,-3.00,2.0000,1.61347762,29.19562656
169485,True,362.018,102.770,6.172,141.341,3.000,38.571,False,0.000,0.977,15.942,0.000,244.04,78.56,44.85,0.00,-3.00,2.0000,1.61347762,29.19562656
169500,True,362.018,102.770,6.172,141.341,3.000,38.571,False,0.000,0.977,15.942,0.000,244.04,78.56,44.85,0.00,-3.00,2.0000,1.61347762,29.19562656
169515,True,367.881,102.770,6.172,147.204,3.000,44.434,False,0.000,0.976,15.942,0.000,244.04,84.53,44.85,0.00,-3.00,2.0000,1.61347762,29.19562656
169530,True,367.873,102.770,6.172,147.196,3.000,44.426,False,0.000,0.976,15.942,0.000,244.04,84.52,44.85,0.00,-3.00,2.0000,1.61347762,29.19562656
169545,True,367.873,102.770,6.172,147.196,3.000,44.426,False,0.000,0.976,15.942,0.000,244.04,84.52,44.85,0.00,-3.00,2.0000,1.61347762,29.19562656
169560,True,367.809,102.770,6.172,147.132,3.000,44.362,False,0.000,0.976,15.942,0.000,244.04,84.46,44.85,0.00,-3.00,2.0000,1.61347762,29.19562656
169575,True,367.745,102.770,6.172,147.068,3.000,44.298,False,0.000,0.976,15.942,0.000,244.04,84.39,44.85,0.00,-3.00,2.0000,1.61347762,29.19562656
169590,True,367.745,102.770,6.172,147.068,3.000,44.298,False,0.000,0.976,15.942,0.000,244.04,84.39,44.85,0.00,-3.00,2.0000,1.61347762,29.19562656
169605,True,367.745,102.770,6.172,147.068,3.000,44.298,False,0.000,0.976,15.942,0.000,244.04,84.39,44.85,0.00,-3.00,2.0000,1.61347762,29.19562656
169620,True,367.745,102.770,6.172,147.068,3.000,44.298,False,0.000,0.976,15.942,0.000,244.04,84.39,44.85,0.00,-3.00,2.0000,1.61347762,29.19562656
169635,True,367.745,102.770,6.172,147.068,3.000,44.298,False,0.000,0.976,15.942,0.000,244.04,84.39,44.85,0.00,-3.00,2.0000,1.61347762,29.19562656
169650,True,367.745,102.770,6.172,147.068,3.000,44.298,False,0.000,0.976,15.942,0.000,244.04,84.39,44.85,0.00,-3.00,2.0000,1.61347762,29.19562656
169665,True,367.745,102.770,6.172,147.068,3.000,44.298,False,0.000,0.976,15.942,0.000,244.04,84.39,44.85,0.00,-3.00,2.0000,1.61347762,29.19562656
169680,True,367.745,102.770,6.172,147.068,3.000,44.298,False,0.000,0.976,15.942,0.000,244.04,84.39,44.85,0.00,-3.00,2.0000,1.61347762,29.19562656
169695,True,367.745,102.770,6.172,147.068,3.000,44.298,False,0.000,0.976,15.942,0.000,244.04,84.39,44.85,0.00,-3.00,2.0000,1.61347762,29.19562656
169710,True,367.745,102.770,6.172,147.068,3.000,44.298,False,0.000,0.976,15.942,0.000,244.04,84.39,44.85,0.00,-3.00,2.0000,1.61347762,29.19562656
169725,True,367.745,102.770,6.172,147.068,3.000,44.298,False,0.000,0.976,15.942,0.000,244.04,84.39,44.85,0.00,-3.00,2.0000,1.61347762,29.19562656
169740,True,367.745,102.770,6.172,147.068,3.000,44.298,False,0.000,0.976,15.942,0.000,244.04,84.39,44.85,0.00,-3.00,2.0000,1.61347762,29.19562656
169755,True,367.692,102.770,6.172,147.015,3.000,44.245,False,0.000,0.976,15.942,0.000,244.04,84.34,44.85,0.00,-3.00,2.0000,1.61347762,29.19562656
169770,True,367.692,102.770,6.172,147.015,3.000,44.245,False,0.000,0.976,15.942,0.000,244.04,84.34,44.85,0.00,-3.00,2.0000,1.61347762,29.19562656
169785,True,366.503,102.800,6.172,147.045,3.000,44.245,False,0.000,0.976,16.111,0.000,246.85,79.78,45.54,0.00,-3.00,2.0000,1.61347762,29.19562656
169800,True,366.499,102.800,6.172,147.041,3.000,44.241,False,0.000,0.976,16.111,0.000,246.85,79.77,45.54,0.00,-3.00,2.0000,1.61347762,29.19562656
169815,True,366.859,102.800,6.172,147.401,3.000,44.601,False,0.000,0.976,16.111,0.000,246.85,80.14,45.54,0.00,-3.00,2.0000,1.61347762,29.19562656
169830,True,366.859,102.800,6.172,147.401,3.000,44.601,False,0.000,0.976,16.111,0.000,246.85,80.14,45.54,0.00,-3.00,2.0000,1.61347762,29.19562656
169845,True,366.859,102.800,6.172,147.401,3.000,44.601,False,0.000,0.976,16.111,0.000,246.85,80.14,45.54,0.00,-3.00,2.0000,1.61347762,29.19562656
169860,True,366.859,102.800,6.172,147.401,3.000,44.601,False,0.000,0.976,16.111,0.000,246.85,80.14,45.54,0.00,-3.00,2.0000,1.61347762,29.19562656
169875,True,366.859,102.800,6.172,147.401,3.000,44.601,False,0.000,0.976,16.111,0.000,246.85,80.14,45.54,0.00,-3.00,2.0000,1.61347762,29.19562656
169890,True,366.859,102.800,6.172,147.401,3.000,44.601,False,0.000,0.976,16.111,0.000,246.85,80.14,45.54,0.00,-3.00,2.0000,1.61347762,29.19562656
169905,True,366.859,102.800,6.172,147.401,3.000,44.601,False,0.000,0.976,16.111,0.000,246.85,80.14,45.54,0.00,-3.00,2.0000,1.61347762,29.19562656
169920,True,366.859,102.800,6.172,147.401,3.000,44.601,False,0.000,0.976,16.111,0.000,246.85,80.14,45.54,0.00,-3.00,2.0000,1.61347762,29.19562656
169935,True,366.859,102.800,6.172,147.401,3.000,44.601,False,0.000,0.976,16.111,0.000,246.85,80.14,45.54,0.00,-3.00,2.0000,1.61347762,29.19562656
169950,True,366.859,102.800,6.172,147.401,3.000,44.601,False,0.000,0.976,16.111,0.000,246.85,80.14,45.54,0.00,-3.00,2.0000,1.61347762,29.19562656
169965,True,366.859,102.800,6.172,147.401,3.000,44.601,False,0.000,0.976,16.111,0.000,246.85,80.14,45.54,0.00,-3.00,2.0000,1.61347762,29.19562656
169980,True,366.859,102.800,6.172,147.401,3.000,44.601,False,0.000,0.976,16.111,0.000,246.85,80.14,45.54,0.00,-3.00,2.0000,1.61347762,29.19562656
169995,True,366.859,102.800,6.172,147.401,3.000,44.601,False,0.000,0.976,16.111,0.000,246.85,80.14,45.54,0.00,-3.00,2.0000,1.61347762,29.19562656
170010,True,366.859,102.800,6.172,147.401,3.000,44.601,False,0.000,0.976,16.111,0.000,246.85,80.14,45.54,0.00,-3.00,2.0000,1.61347762,29.19562656
170025,True,366.772,102.800,6.172,147.314,3.000,44.514,False,0.000,0.976,16.111,0.000,246.85,80.05,45.54,0.00,-3.00,2.0000,1.61347762,29.19562656
170040,True,366.772,102.800,6.172,147.314,3.000,44.514,False,0.000,0.976,16.111,0.000,246.85,80.05,45.54,0.00,-3.00,2.0000,1.61347762,29.19562656
170055,True,366.687,102.800,6.172,147.229,3.000,44.429,False,0.000,0.976,16.111,0.000,246.85,79.97,45.54,0.00,-3.00,2.0000,1.61347762,29.19562656
170070,True,366.601,102.800,6.172,147.143,3.000,44.343,False,0.000,0.976,16.111,0.000,246.85,79.88,45.54,0.00,-3.00,2.0000,1.61347762,29.19562656
170085,True,367.318,102.610,6.172,146.953,3.000,44.343,False,0.000,0.976,16.177,0.000,247.00,80.17,45.81,0.00,-3.00,2.0000,1.61347762,29.19562656
170100,True,367.317,102.610,6.172,146.952,3.000,44.342,False,0.000,0.976,16.177,0.000,247.00,80.16,45.81,0.00,-3.00,2.0000,1.61347762,29.19562656
170115,True,368.213,102.610,6.172,147.848,3.000,45.238,False,0.000,0.976,16.177,0.000,247.00,81.08,45.81,0.00,-3.00,2.0000,1.61347762,29.19562656
170130,True,368.212,102.610,6.172,147.847,3.000,45.237,False,0.000,0.976,16.177,0.000,247.00,81.07,45.81,0.00,-3.00,2.0000,1.61347762,29.19562656
170145,True,368.212,102.610,6.172,147.847,3.000,45.237,False,0.000,0.976,16.177,0.000,247.00,81.07,45.81,0.00,-3.00,2.0000,1.61347762,29.19562656
170160,True,368.212,102.610,6.172,147.847,3.000,45.237,False,0.000,0.976,16.177,0.000,247.00,81.07,45.81,0.00,-3.00,2.0000,1.61347762,29.19562656
170175,True,368.212,102.610,6.172,147.847,3.000,45.237,False,0.000,0.976,16.177,0.000,247.00,81.07,45.81,0.00,-3.00,2.0000,1.61347762,29.19562656
170190,True,368.212,102.610,6.172,147.847,3.000,45.237,False,0.000,0.976,16.177,0.000,247.00,81.07,45.81,0.00,-3.00,2.0000,1.61347762,29.19562656
170205,True,368.212,102.610,6.172,147.847,3.000,45.237,False,0.000,0.976,16.177,0.000,247.00,81.07,45.81,0.00,-3.00,2.0000,1.61347762,29.19562656
170220,True,368.212,102.610,6.172,147.847,3.000,45.237,False,0.000,0.976,16.177,0.000,247.00,81.07,45.81,0.00,-3.00,2.0000,1.61347762,29.19562656
170235,True,368.212,102.610,6.172,147.847,3.000,45.237,False,0.000,0.976,16.177,0.000,247.00,81.07,45.81,0.00,-3.00,2.0000,1.61347762,29.19562656
170250,True,368.212,102.610,6.172,147.847,3.000,45.237,False,0.000,0.976,16.177,0.000,247.00,81.07,45.81,0.00,-3.00,2.0000,1.61347762,29.19562656
170265,True,368.212,102.610,6.172,147.847,3.000,45.237,False,0.000,0.976,16.177,0.000,247.00,81.07,45.81,0.00,-3.00,2.0000,1.61347762,29.19562656
170280,True,368.212,102.610,6.172,147.847,3.000,45.237,False,0.000,0.976,16.177,0.000,247.00,81.07,45.81,0.00,-3.00,2.0000,1.61347762,29.19562656
